customer_id,R_score,F_score,M_score,rfm_score,persona
5602-BVFMK,4,2,1,421,About to Sleep
6297-NOOPG,4,5,5,455,Champions
1891-UAWWU,1,2,3,123,Lost Customers
8204-TIFGJ,4,3,2,432,Potential Loyalists
8050-DVOJX,5,4,4,544,Champions
6108-OQZDQ,1,1,2,112,Lost Customers
0363-QJVFX,2,3,4,234,At Risk
8903-XEBGX,1,1,1,111,Lost Customers
8169-SAEJD,5,5,4,554,Champions
9840-DVNDC,1,1,2,112,Lost Customers
1089-XZWHH,5,3,2,532,Potential Loyalists
2325-WINES,2,3,4,234,At Risk
6064-ZATLR,5,3,3,533,Potential Loyalists
3096-JRDSO,2,3,4,234,At Risk
7824-PANSQ,3,4,5,345,Loyal Customers
8042-JVNFH,1,1,1,111,Lost Customers
9648-BCHKM,5,2,2,522,About to Sleep
2888-ADFAO,5,4,3,543,Potential Loyalists
8707-HOEDG,4,5,5,455,Champions
3374-LXDEV,2,2,3,223,Lost Customers
4072-IPYLT,4,3,3,433,Potential Loyalists
7167-PCEYD,5,5,3,553,Potential Loyalists
4936-YPJNK,3,2,1,321,About to Sleep
1580-BMCMR,2,2,3,223,Lost Customers
4817-KEQSP,5,5,3,553,Potential Loyalists
6408-WHTEF,5,5,5,555,Champions
9251-AWQGT,5,4,2,542,Potential Loyalists
8749-CLJXC,3,1,1,311,About to Sleep
7989-VCQOH,3,2,3,323,About to Sleep
5049-GLYVG,3,1,1,311,About to Sleep
4199-QHJNM,4,5,5,455,Champions
8882-TLVRW,5,5,4,554,Champions
5883-GTGVD,1,2,3,123,Lost Customers
5135-GRQJV,4,5,5,455,Champions
2384-OVPSA,5,3,2,532,Potential Loyalists
1371-WEPDS,4,3,4,434,Loyal Customers
3580-GICBM,5,5,3,553,Potential Loyalists
4817-QRJSX,2,2,2,222,Lost Customers
9730-DRTMJ,4,3,4,434,Loyal Customers
4686-UXDML,1,3,3,133,At Risk
3349-ANQNH,2,4,5,245,At Risk
2398-YPMUR,1,2,2,122,Lost Customers
0932-YIXYU,5,4,3,543,Potential Loyalists
7480-SPLEF,5,5,3,553,Potential Loyalists
7636-XUHWW,3,1,1,311,About to Sleep
1431-CYWMH,4,3,2,432,Potential Loyalists
5937-EORGB,1,2,3,123,Lost Customers
6349-JDHQP,5,4,3,543,Potential Loyalists
5539-HIVAK,4,3,2,432,Potential Loyalists
5847-MXBEO,5,3,2,532,Potential Loyalists
9985-MWVIX,1,1,1,111,Lost Customers
4583-PARNH,1,2,3,123,Lost Customers
1116-FRYVH,5,4,3,543,Potential Loyalists
1421-HCERK,2,3,4,234,At Risk
9633-XQABV,1,1,1,111,Lost Customers
0716-BQNDX,4,4,5,445,Champions
1265-XTECC,3,5,5,355,Loyal Customers
1183-CANVH,4,3,3,433,Potential Loyalists
1972-XMUWV,5,5,4,554,Champions
8679-LZBMD,3,4,4,344,Loyal Customers
3407-JMJQQ,4,5,5,455,Champions
6252-DFGTK,4,3,4,434,Loyal Customers
1539-LNKHM,4,2,2,422,About to Sleep
8645-KOMJQ,5,5,5,555,Champions
0289-IVARM,4,3,3,433,Potential Loyalists
9761-XUJWD,2,1,2,212,Lost Customers
4057-FKCZK,4,4,5,445,Champions
4291-TPNFG,5,5,5,555,Champions
6087-YPWHO,5,5,5,555,Champions
3090-QFUVD,3,1,1,311,About to Sleep
2237-ZFSMY,3,3,4,334,Loyal Customers
1722-LDZJS,5,4,3,543,Potential Loyalists
1818-ESQMW,2,3,4,234,At Risk
4871-JTKJF,1,1,1,111,Lost Customers
1415-YFWLT,1,1,1,111,Lost Customers
7401-RUBNK,2,2,3,223,Lost Customers
0506-YLVKJ,5,4,2,542,Potential Loyalists
8661-BOYNW,5,5,5,555,Champions
6711-VTNRE,2,3,4,234,At Risk
4815-GBTCD,1,1,1,111,Lost Customers
2805-AUFQN,5,3,2,532,Potential Loyalists
0980-PVMRC,2,3,3,233,At Risk
7233-DRTRF,2,5,5,255,At Risk
3500-RMZLT,2,2,3,223,Lost Customers
3873-NFTGI,3,2,2,322,About to Sleep
1162-ECVII,4,5,5,455,Champions
7048-GXDAY,2,3,4,234,At Risk
8571-ZCMCX,4,4,4,444,Champions
1169-WCVAK,2,2,3,223,Lost Customers
4548-SDBKE,1,1,2,112,Lost Customers
8066-POXGX,2,2,2,222,Lost Customers
7129-CAKJW,2,2,3,223,Lost Customers
8695-ARGXZ,2,3,4,234,At Risk
3570-YUEKJ,3,4,4,344,Loyal Customers
4143-OOBWZ,1,1,2,112,Lost Customers
1555-HAPSU,5,5,3,553,Potential Loyalists
1697-NVVGY,3,2,3,323,About to Sleep
7854-EKTJL,2,1,1,211,Lost Customers
8464-EETCQ,5,4,3,543,Potential Loyalists
2419-FSORS,3,5,5,355,Loyal Customers
8132-YPVBX,1,1,2,112,Lost Customers
9102-IAYHT,1,2,3,123,Lost Customers
6754-LZUKA,4,5,5,455,Champions
3422-LYEPQ,1,1,1,111,Lost Customers
8099-MZPUJ,4,4,5,445,Champions
0787-LHDYT,4,2,2,422,About to Sleep
2642-DTVCO,1,2,2,122,Lost Customers
0374-IOEGQ,2,1,1,211,Lost Customers
4361-JEIVL,1,1,1,111,Lost Customers
3197-NNYNB,4,5,5,455,Champions
3396-DKDEL,4,5,5,455,Champions
1752-OZXFY,4,4,4,444,Champions
9066-QRSDU,4,5,3,453,Potential Loyalists
9112-WSNPU,2,3,4,234,At Risk
9867-NNXLC,4,3,2,432,Potential Loyalists
5321-NTRKC,5,5,5,555,Champions
1363-TXLSL,1,1,1,111,Lost Customers
9507-EXLTT,1,1,1,111,Lost Customers
3161-GETRM,2,3,4,234,At Risk
0402-OAMEN,5,5,3,553,Potential Loyalists
6933-VLYFX,4,3,3,433,Potential Loyalists
6754-WKSHP,5,3,2,532,Potential Loyalists
9846-GKXAS,1,2,2,122,Lost Customers
6017-PPLPX,2,2,3,223,Lost Customers
4976-LNFVV,2,2,2,222,Lost Customers
5055-MGMGF,2,5,5,255,At Risk
4641-FROLU,5,3,2,532,Potential Loyalists
2862-JVEOY,4,1,1,411,About to Sleep
2969-QWUBZ,1,1,1,111,Lost Customers
9822-BIIGN,4,4,4,444,Champions
2077-MPJQO,1,2,2,122,Lost Customers
1534-OULXE,5,5,4,554,Champions
7136-RVDTZ,3,5,4,354,Loyal Customers
2971-SGAFL,2,2,3,223,Lost Customers
1480-IVEVR,3,3,4,334,Loyal Customers
2905-KFQUV,1,1,1,111,Lost Customers
4581-SSPWD,1,1,1,111,Lost Customers
3370-HXOPH,1,1,1,111,Lost Customers
9391-YZEJW,3,5,5,355,Loyal Customers
9958-MEKUC,5,5,5,555,Champions
0281-CNTZX,5,5,3,553,Potential Loyalists
6927-WTFIV,2,2,3,223,Lost Customers
4118-CEVPF,3,3,4,334,Loyal Customers
3398-ZOUAA,2,3,3,233,At Risk
9114-VEPUF,3,5,5,355,Loyal Customers
7876-BEUTG,2,2,2,222,Lost Customers
2338-BQEZT,4,4,4,444,Champions
9873-MNDKV,3,2,2,322,About to Sleep
0378-NHQXU,2,2,3,223,Lost Customers
8241-JUIQO,5,5,3,553,Potential Loyalists
2194-IIQOF,5,5,5,555,Champions
4512-ZUIYL,1,1,1,111,Lost Customers
9631-RXVJM,5,3,2,532,Potential Loyalists
9584-EXCDZ,2,2,3,223,Lost Customers
7969-AULMZ,1,3,4,134,At Risk
5093-FEGLU,5,4,2,542,Potential Loyalists
2621-UDNLU,3,1,1,311,About to Sleep
7526-IVLYU,3,1,1,311,About to Sleep
2428-HYUNX,5,4,2,542,Potential Loyalists
9214-EKVXR,1,1,1,111,Lost Customers
3410-MHHUM,3,4,4,344,Loyal Customers
0568-ONFPC,3,1,1,311,About to Sleep
0733-VUNUW,3,3,3,333,Potential Loyalists
4550-EVXNY,1,1,1,111,Lost Customers
2122-YWVYA,2,2,3,223,Lost Customers
2968-SSGAA,1,2,3,123,Lost Customers
2296-DKZFP,5,5,4,554,Champions
4844-JJWUY,1,1,1,111,Lost Customers
6777-TGHTM,3,4,5,345,Loyal Customers
8909-BOLNL,4,1,1,411,About to Sleep
6603-YRDCJ,5,3,3,533,Potential Loyalists
3538-WZPHD,1,1,1,111,Lost Customers
3229-USWAR,4,3,4,434,Loyal Customers
2138-VFAPZ,5,2,1,521,About to Sleep
6131-JLWZM,4,2,2,422,About to Sleep
4785-QRJHC,3,4,4,344,Loyal Customers
0269-XFESX,4,3,2,432,Potential Loyalists
1709-EJDOX,5,4,3,543,Potential Loyalists
4316-XCSLJ,3,2,2,322,About to Sleep
8610-WFCJF,2,4,5,245,At Risk
9693-XMUOB,2,4,4,244,At Risk
0383-CLDDA,5,5,5,555,Champions
4905-JEFDW,2,2,2,222,Lost Customers
2709-UQGNP,3,2,2,322,About to Sleep
3549-ZTMNH,5,2,2,522,About to Sleep
7881-INRLC,2,4,5,245,At Risk
8033-ATFAS,3,3,4,334,Loyal Customers
1635-NZATJ,5,5,3,553,Potential Loyalists
0562-HKHML,5,5,3,553,Potential Loyalists
8277-RVRSV,5,3,2,532,Potential Loyalists
9943-VSZUV,3,5,5,355,Loyal Customers
0117-LFRMW,4,3,3,433,Potential Loyalists
6172-FECYY,2,4,4,244,At Risk
7054-ENNGU,3,2,2,322,About to Sleep
1455-HFBXA,4,4,5,445,Champions
9402-CXWPL,3,5,5,355,Loyal Customers
1628-BIZYP,1,1,1,111,Lost Customers
1965-AKTSX,1,2,3,123,Lost Customers
0082-LDZUE,1,1,1,111,Lost Customers
4786-UKSNZ,3,1,1,311,About to Sleep
5343-SGUBI,3,4,4,344,Loyal Customers
0856-NAOES,2,1,2,212,Lost Customers
1976-AZZPJ,3,2,1,321,About to Sleep
7248-VZQLC,2,4,4,244,At Risk
6156-UZDLF,4,3,4,434,Loyal Customers
3099-OONVS,4,3,3,433,Potential Loyalists
9500-WBGRP,5,5,3,553,Potential Loyalists
5183-KLYEM,4,5,5,455,Champions
5144-PQCDZ,3,1,1,311,About to Sleep
8514-VZHEB,5,4,3,543,Potential Loyalists
6625-IUTTT,5,5,4,554,Champions
9355-NPPFS,1,3,3,133,At Risk
0068-FIGTF,4,3,4,434,Loyal Customers
5965-GGPRW,4,5,5,455,Champions
8035-PWSEV,1,1,2,112,Lost Customers
2236-HILPA,5,5,3,553,Potential Loyalists
1840-BIUOG,3,2,3,323,About to Sleep
1356-MKYSK,3,1,2,312,About to Sleep
6080-LNESI,5,4,3,543,Potential Loyalists
1830-IPXVJ,5,5,3,553,Potential Loyalists
5828-DWPIL,2,5,5,255,At Risk
8398-TBIYD,5,5,5,555,Champions
0011-IGKFF,1,2,3,123,Lost Customers
4192-GORJT,1,1,2,112,Lost Customers
6496-SLWHQ,1,1,2,112,Lost Customers
9912-GVSEQ,1,3,4,134,At Risk
2931-FSOHN,2,2,2,222,Lost Customers
9418-RUKPH,5,3,2,532,Potential Loyalists
5383-MMTWC,1,2,2,122,Lost Customers
9971-ZWPBF,1,3,4,134,At Risk
4712-AUQZO,3,2,2,322,About to Sleep
9711-FJTBX,4,4,5,445,Champions
2908-ZTPNF,3,3,3,333,Potential Loyalists
7240-ETPTR,1,2,2,122,Lost Customers
2202-CUYXZ,1,1,1,111,Lost Customers
5995-OIGLP,4,2,2,422,About to Sleep
8421-WZOOW,3,4,5,345,Loyal Customers
6261-RCVNS,4,4,4,444,Champions
7951-QKZPL,5,3,2,532,Potential Loyalists
1414-YADCW,5,5,5,555,Champions
8756-RDDLT,3,5,4,354,Loyal Customers
2862-PFNIK,1,1,1,111,Lost Customers
5816-QVHRX,2,3,4,234,At Risk
4430-YHXGG,3,1,1,311,About to Sleep
6888-SBYAI,2,1,1,211,Lost Customers
7395-XWZOY,3,2,3,323,About to Sleep
7169-YWAMK,5,5,5,555,Champions
3640-PHQXK,1,3,4,134,At Risk
6877-LGWXO,1,2,3,123,Lost Customers
6859-RKMZJ,2,2,2,222,Lost Customers
2729-VNVAP,5,3,2,532,Potential Loyalists
2957-JIRMN,3,5,5,355,Loyal Customers
2049-BAFNW,2,1,1,211,Lost Customers
3842-QTGDL,3,2,3,323,About to Sleep
7163-OCEQI,3,3,3,333,Potential Loyalists
9782-LGXMC,4,4,4,444,Champions
5975-BAICR,4,3,4,434,Loyal Customers
8019-ENHXU,2,4,4,244,At Risk
5167-GBFRE,1,1,1,111,Lost Customers
9033-EOXWV,3,2,2,322,About to Sleep
4673-KKSLS,3,3,4,334,Loyal Customers
4853-OITSN,1,1,2,112,Lost Customers
9800-OUIGR,5,5,3,553,Potential Loyalists
1324-NLTJE,3,2,2,322,About to Sleep
2324-EFHVG,4,5,5,455,Champions
7094-MSZAO,3,2,1,321,About to Sleep
1522-VVDMG,1,2,2,122,Lost Customers
6907-CQGPN,3,3,3,333,Potential Loyalists
0780-XNZFN,5,4,3,543,Potential Loyalists
0239-OXEXL,3,4,4,344,Loyal Customers
2675-IJRGJ,5,4,3,543,Potential Loyalists
7049-GKVZY,4,2,3,423,About to Sleep
8577-QSOCG,5,3,2,532,Potential Loyalists
3721-CNZHX,4,2,2,422,About to Sleep
0212-ISBBF,2,3,3,233,At Risk
9185-TQCVP,1,2,3,123,Lost Customers
3585-YNADK,4,4,4,444,Champions
5271-DBYSJ,1,2,2,122,Lost Customers
1099-GODLO,4,1,1,411,About to Sleep
6828-HMKWP,5,2,1,521,About to Sleep
5567-WSELE,1,1,2,112,Lost Customers
1472-TNCWL,2,3,4,234,At Risk
8063-RJYNF,1,2,3,123,Lost Customers
0687-ZVTHB,4,5,5,455,Champions
2080-GKCWQ,1,1,1,111,Lost Customers
9661-ACXBS,2,4,4,244,At Risk
2193-SFWQW,5,5,5,555,Champions
5656-JAMLX,5,5,3,553,Potential Loyalists
3462-BJQQA,1,1,2,112,Lost Customers
0442-TDYUO,5,4,3,543,Potential Loyalists
6733-LRIZX,3,3,4,334,Loyal Customers
9503-XJUME,5,4,2,542,Potential Loyalists
4367-NHWMM,1,1,1,111,Lost Customers
3727-RJMEO,1,1,2,112,Lost Customers
3779-OSWCF,5,5,5,555,Champions
6736-DHUQI,4,5,5,455,Champions
3915-ODIYG,4,4,4,444,Champions
1360-RCYRT,3,3,2,332,Potential Loyalists
2724-FJDYW,4,3,4,434,Loyal Customers
4451-RWASJ,4,2,1,421,About to Sleep
6646-VRFOL,1,4,5,145,At Risk
3460-TJBWI,5,3,2,532,Potential Loyalists
5917-HBSDW,4,3,2,432,Potential Loyalists
5685-IIXLY,1,1,2,112,Lost Customers
5671-UUNXD,2,4,5,245,At Risk
0956-ACVZC,3,4,5,345,Loyal Customers
2325-NBPZG,1,1,1,111,Lost Customers
4250-ZBWLV,3,5,5,355,Loyal Customers
4482-FTFFX,2,1,2,212,Lost Customers
8859-DZTGQ,5,3,2,532,Potential Loyalists
0440-MOGPM,3,4,4,344,Loyal Customers
0020-JDNXP,4,3,3,433,Potential Loyalists
3752-CQSJI,4,2,1,421,About to Sleep
5025-GOOKI,4,2,2,422,About to Sleep
4698-KVLLG,5,4,3,543,Potential Loyalists
5095-AESKG,1,1,1,111,Lost Customers
2887-JPYLU,4,4,3,443,Potential Loyalists
4770-QAZXN,4,2,1,421,About to Sleep
4896-CPRPF,5,3,2,532,Potential Loyalists
1871-MOWRM,3,2,2,322,About to Sleep
9714-EDSUC,2,1,2,212,Lost Customers
2027-OAQQC,2,4,4,244,At Risk
0282-NVSJS,2,2,2,222,Lost Customers
9090-SGQXL,2,5,5,255,At Risk
6595-YGXIT,1,3,4,134,At Risk
7353-YOWFP,4,2,1,421,About to Sleep
9835-ZIITK,3,5,5,355,Loyal Customers
8008-ESFLK,3,4,5,345,Loyal Customers
7537-CBQUZ,2,5,5,255,At Risk
1555-DJEQW,4,5,5,455,Champions
5649-TJHOV,3,3,3,333,Potential Loyalists
0519-XUZJU,1,1,1,111,Lost Customers
3363-EWLGO,3,1,1,311,About to Sleep
4750-UKWJK,5,3,2,532,Potential Loyalists
6338-AVWCY,1,1,1,111,Lost Customers
1689-YQBYY,1,2,2,122,Lost Customers
4487-ZYJZK,5,3,2,532,Potential Loyalists
2959-FENLU,1,2,2,122,Lost Customers
0708-LGSMF,2,2,2,222,Lost Customers
9253-QXKBE,1,3,4,134,At Risk
7634-HLQJR,5,4,3,543,Potential Loyalists
0487-RPVUM,3,5,5,355,Loyal Customers
4079-ULGFR,4,2,2,422,About to Sleep
2516-XSJKX,5,4,4,544,Champions
0057-QBUQH,5,4,3,543,Potential Loyalists
9445-SZLCH,2,3,4,234,At Risk
6599-SFQVE,2,1,2,212,Lost Customers
8331-ZXFOE,4,4,4,444,Champions
4003-FUSHP,3,2,3,323,About to Sleep
0356-ERHVT,3,2,2,322,About to Sleep
7325-ENZFI,4,3,3,433,Potential Loyalists
4884-ZTHVF,1,2,2,122,Lost Customers
3920-HIHMQ,3,3,3,333,Potential Loyalists
3055-OYMSE,3,4,4,344,Loyal Customers
0613-WUXUM,5,5,3,553,Potential Loyalists
7568-PODML,1,1,1,111,Lost Customers
4458-KVRBJ,5,4,3,543,Potential Loyalists
5349-IECLD,1,1,1,111,Lost Customers
1397-XKKWR,3,2,1,321,About to Sleep
3945-GFWQL,2,2,2,222,Lost Customers
8097-OMULG,4,4,5,445,Champions
6013-BHCAW,5,5,5,555,Champions
0401-WDBXM,4,5,5,455,Champions
3387-PLKUI,4,2,1,421,About to Sleep
6096-EGVTU,5,5,3,553,Potential Loyalists
3797-VTIDR,1,1,1,111,Lost Customers
5081-NWSUP,4,2,2,422,About to Sleep
2580-ATZSQ,5,5,4,554,Champions
8085-MSNLK,4,5,5,455,Champions
9691-HKOVS,4,4,5,445,Champions
9881-VCZEP,3,3,3,333,Potential Loyalists
9526-BIHHD,2,1,1,211,Lost Customers
8757-TFHHJ,2,1,1,211,Lost Customers
4523-WXCEF,2,4,5,245,At Risk
1468-DEFNC,5,5,3,553,Potential Loyalists
5119-KEPFY,1,3,4,134,At Risk
8364-TRMMK,2,1,1,211,Lost Customers
0916-KNFAJ,5,5,4,554,Champions
8319-QBEHW,3,3,3,333,Potential Loyalists
3063-QFSZL,1,1,1,111,Lost Customers
8775-LHDJH,1,1,1,111,Lost Customers
9625-QNLUX,4,5,5,455,Champions
3097-NQYSN,1,1,1,111,Lost Customers
4024-CSNBY,5,5,5,555,Champions
7110-BDTWG,4,5,4,454,Champions
7493-GVFIO,5,4,3,543,Potential Loyalists
0690-SRQID,3,1,1,311,About to Sleep
9605-WGJVW,1,1,1,111,Lost Customers
9114-DPSIA,5,5,5,555,Champions
4700-UBQMV,3,3,3,333,Potential Loyalists
7711-GQBZC,5,5,3,553,Potential Loyalists
3565-UNOCC,1,3,4,134,At Risk
4627-MIHJH,4,5,5,455,Champions
9795-NREXC,5,5,5,555,Champions
8573-CGOCC,4,2,2,422,About to Sleep
7356-AYNJP,3,1,1,311,About to Sleep
9249-FXSCK,3,4,5,345,Loyal Customers
5493-SDRDQ,2,1,1,211,Lost Customers
6286-SUUWT,3,1,1,311,About to Sleep
4819-HJPIW,3,2,2,322,About to Sleep
8654-DHAOW,2,1,1,211,Lost Customers
5438-QMDDL,3,2,3,323,About to Sleep
9812-GHVRI,2,3,4,234,At Risk
5553-AOINX,3,5,5,355,Loyal Customers
1228-ZLNBX,2,3,3,233,At Risk
4226-KKDON,2,2,2,222,Lost Customers
3831-YCPUO,4,5,5,455,Champions
7445-WMRBW,4,4,4,444,Champions
3308-DGHKL,5,5,3,553,Potential Loyalists
9924-JPRMC,4,5,5,455,Champions
0080-EMYVY,4,2,2,422,About to Sleep
6218-KNUBD,2,1,2,212,Lost Customers
7337-CINUD,5,2,1,521,About to Sleep
7609-NRNCA,4,2,2,422,About to Sleep
0623-EJQEG,3,5,5,355,Loyal Customers
7153-CHRBV,5,4,4,544,Champions
0871-URUWO,1,2,3,123,Lost Customers
9190-MFJLN,1,2,3,123,Lost Customers
6198-PNNSZ,3,4,5,345,Loyal Customers
3317-VLGQT,1,2,3,123,Lost Customers
4132-POCZS,3,4,3,343,Potential Loyalists
5614-DNZCE,5,4,4,544,Champions
1095-JUDTC,2,4,5,245,At Risk
3896-RCYYE,3,5,4,354,Loyal Customers
9638-JIQYA,1,1,1,111,Lost Customers
3258-SANFR,2,1,2,212,Lost Customers
3726-TBHQT,4,5,5,455,Champions
3190-ITQXP,5,4,2,542,Potential Loyalists
0870-VEMYL,3,1,1,311,About to Sleep
4833-QTJNO,3,5,5,355,Loyal Customers
3039-MJSLN,3,1,1,311,About to Sleep
0178-CIIKR,3,1,1,311,About to Sleep
5385-SUIRI,1,4,5,145,At Risk
3982-XWFZQ,3,4,4,344,Loyal Customers
5774-QPLTF,5,4,2,542,Potential Loyalists
2322-VCZHZ,2,3,3,233,At Risk
5010-IPEAQ,5,5,4,554,Champions
4009-ALQFH,1,3,4,134,At Risk
6383-ZTSIW,3,3,4,334,Loyal Customers
8990-YOZLV,5,5,5,555,Champions
3069-SSVSN,2,1,1,211,Lost Customers
5222-IMUKT,2,3,4,234,At Risk
3627-FCRDW,2,2,2,222,Lost Customers
7562-GSUHK,2,2,3,223,Lost Customers
6685-XSHHU,5,4,3,543,Potential Loyalists
8901-UPRHR,4,5,5,455,Champions
4903-UYAVB,3,1,1,311,About to Sleep
0118-JPNOY,2,3,4,234,At Risk
6776-TLWOI,3,1,1,311,About to Sleep
3845-FXCYS,2,1,1,211,Lost Customers
5857-XRECV,4,1,1,411,About to Sleep
0725-CXOTM,4,3,4,434,Loyal Customers
4343-EJVQB,2,2,2,222,Lost Customers
9000-PLFUZ,4,4,4,444,Champions
3427-GGZZI,1,2,3,123,Lost Customers
7779-ORAEL,5,4,4,544,Champions
0644-OQMDK,1,1,2,112,Lost Customers
4077-CROMM,2,3,4,234,At Risk
3154-CFSZG,3,4,4,344,Loyal Customers
2868-MZAGQ,1,1,1,111,Lost Customers
4847-QNOKA,1,1,1,111,Lost Customers
2220-IAHLS,3,1,1,311,About to Sleep
1658-XUHBX,2,4,5,245,At Risk
6379-RXJRQ,1,2,2,122,Lost Customers
2378-HTWFW,2,3,4,234,At Risk
8650-RHRKE,1,1,1,111,Lost Customers
4377-VDHYI,3,3,4,334,Loyal Customers
0475-RIJEP,2,4,4,244,At Risk
1260-TTRXI,2,1,1,211,Lost Customers
3719-TDVQB,5,4,3,543,Potential Loyalists
6328-ZPBGN,1,2,3,123,Lost Customers
0201-MIBOL,4,5,5,455,Champions
4937-QPZPO,2,5,5,255,At Risk
2925-VDZHY,5,5,5,555,Champions
6981-TDRFT,3,4,4,344,Loyal Customers
3413-CSSTH,3,4,4,344,Loyal Customers
8033-VCZGH,2,4,5,245,At Risk
4789-KWMXN,3,4,5,345,Loyal Customers
0224-NIJLP,5,2,1,521,About to Sleep
7542-CYDDM,4,2,2,422,About to Sleep
4718-WXBGI,5,5,5,555,Champions
2867-UIMSS,1,1,1,111,Lost Customers
8495-PRWFH,3,4,4,344,Loyal Customers
0439-IFYUN,2,2,3,223,Lost Customers
5716-LIBJC,2,2,3,223,Lost Customers
2868-LLSKM,4,5,5,455,Champions
8111-RKSPX,1,1,2,112,Lost Customers
2988-QRAJY,4,5,5,455,Champions
1585-MQSSU,3,2,2,322,About to Sleep
0071-NDAFP,5,3,2,532,Potential Loyalists
2856-NNASM,2,4,4,244,At Risk
7328-ZJAJO,5,4,3,543,Potential Loyalists
6458-CYIDZ,2,1,2,212,Lost Customers
8559-CIZFV,4,3,3,433,Potential Loyalists
1090-PYKCI,4,5,5,455,Champions
3058-WQDRE,2,2,2,222,Lost Customers
7547-EKNFS,2,4,4,244,At Risk
2279-AXJJK,2,4,5,245,At Risk
6769-DYBQN,2,4,4,244,At Risk
0909-SELIE,5,5,5,555,Champions
3417-TSCIC,3,3,2,332,Potential Loyalists
1042-HFUCW,4,3,3,433,Potential Loyalists
4439-JMPMT,1,1,2,112,Lost Customers
6537-OTKMY,2,2,2,222,Lost Customers
8999-EXMNO,5,2,2,522,About to Sleep
6725-TPKJO,5,4,2,542,Potential Loyalists
2446-BEGGB,1,1,2,112,Lost Customers
7162-WPHPM,5,4,4,544,Champions
1599-MMYRQ,4,5,5,455,Champions
8821-KVZKQ,4,5,4,454,Champions
1496-GGSUK,1,1,1,111,Lost Customers
6434-TTGJP,4,2,2,422,About to Sleep
0042-JVWOJ,4,3,2,432,Potential Loyalists
0130-SXOUN,3,5,5,355,Loyal Customers
2575-GFSOE,1,2,2,122,Lost Customers
2330-PQGDQ,4,4,4,444,Champions
1452-UZOSF,4,5,5,455,Champions
2097-YVPKN,5,5,3,553,Potential Loyalists
2842-JTCCU,2,1,1,211,Lost Customers
8597-CTXVJ,5,5,5,555,Champions
6631-HMANX,4,5,5,455,Champions
9962-BFPDU,3,1,1,311,About to Sleep
3296-SILRA,1,1,1,111,Lost Customers
9681-OXGVC,1,1,2,112,Lost Customers
6394-HHHZM,3,1,1,311,About to Sleep
5995-LFTLE,5,4,3,543,Potential Loyalists
5180-UCIIQ,3,3,2,332,Potential Loyalists
1932-UEDCX,1,3,4,134,At Risk
7153-OANIO,1,1,1,111,Lost Customers
5188-HGMLP,2,4,4,244,At Risk
0665-XHDJU,3,5,5,355,Loyal Customers
6521-YYTYI,1,1,1,111,Lost Customers
8878-HMWBV,2,1,1,211,Lost Customers
8265-HKSOW,5,5,5,555,Champions
3544-FBCAS,5,5,5,555,Champions
5331-RGMTT,1,4,5,145,At Risk
4759-PXTAN,3,4,5,345,Loyal Customers
7054-DMVAS,5,4,4,544,Champions
3428-MMGUB,3,4,5,345,Loyal Customers
6549-BTYPG,4,4,4,444,Champions
7823-JSOAG,1,1,1,111,Lost Customers
3705-RHRFR,4,5,5,455,Champions
9374-YOLBJ,2,1,1,211,Lost Customers
9074-KGVOX,3,4,3,343,Potential Loyalists
6128-DAFVY,3,4,4,344,Loyal Customers
9933-QRGTX,4,4,5,445,Champions
4476-OSWTN,3,5,5,355,Loyal Customers
3751-KTZEL,1,1,1,111,Lost Customers
1977-STDKI,1,1,1,111,Lost Customers
5066-GFJMM,3,1,1,311,About to Sleep
2661-GKBTK,5,4,5,545,Champions
0458-HEUZG,4,2,2,422,About to Sleep
7268-WNTCP,5,5,3,553,Potential Loyalists
0824-VWDPO,3,4,4,344,Loyal Customers
8409-WQJUX,3,3,3,333,Potential Loyalists
2578-JQPHZ,4,4,4,444,Champions
3278-FSIXX,2,1,1,211,Lost Customers
5813-UECBU,2,3,4,234,At Risk
0328-GRPMV,1,1,1,111,Lost Customers
9746-UGFAC,5,3,2,532,Potential Loyalists
2946-KIQSP,3,3,3,333,Potential Loyalists
0625-AFOHS,5,3,2,532,Potential Loyalists
6726-WEXXK,3,3,4,334,Loyal Customers
4636-OLWOE,4,4,4,444,Champions
4342-HENTK,1,1,1,111,Lost Customers
4685-ERGHK,2,4,5,245,At Risk
0885-HMGPY,5,5,4,554,Champions
5003-OKNNK,5,2,2,522,About to Sleep
4195-SMMNX,3,1,1,311,About to Sleep
7208-PSIHR,4,5,5,455,Champions
4012-ZTHBR,3,3,2,332,Potential Loyalists
0489-WMEMG,4,3,3,433,Potential Loyalists
7435-ZNUYY,4,1,1,411,About to Sleep
1354-YZFNB,5,1,1,511,About to Sleep
6956-SMUCM,1,1,2,112,Lost Customers
2985-FMWYF,1,3,4,134,At Risk
2812-ENYMO,4,3,3,433,Potential Loyalists
2717-HVIZY,4,2,1,421,About to Sleep
3223-WZWJM,1,3,4,134,At Risk
3422-GALYP,1,1,1,111,Lost Customers
9053-JZFKV,4,5,5,455,Champions
2530-ENDWQ,4,5,5,455,Champions
2890-WFBHU,4,4,5,445,Champions
0327-WFZSY,2,3,4,234,At Risk
7977-HXJKU,5,3,2,532,Potential Loyalists
6615-ZGEDR,3,1,1,311,About to Sleep
7033-CLAMM,5,4,3,543,Potential Loyalists
4023-RTIQM,3,3,3,333,Potential Loyalists
